1061020208000475180004751            PLASTIC-ZIP                                                                                                                                                                                             EA000000000100000000000045.420200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475280004752            machine Spare parts                                                                                                                                                                                     EA000000000100000000000017.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475380004753            Film, TPU Stickers, Face Guard                                                                                                                                                                          EA000000000100000000000000.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475480004754            OTHERMETER                                                                                                                                                                                              EA000000000100000000000005.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475580004755            SPARE PARTS FOR MOLDING MACHINE                                                                                                                                                                         EA000000000100000000000045.220200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475680004756            BRAKE LINING                                                                                                                                                                                            EA000000000100000000000001.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475780004757            SILICONE SEALANT                                                                                                                                                                                        EA000000000100000000000009.420200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475880004758            WOMEN SHOES GIFTING                                                                                                                                                                                     EA000000000100000000000001.620200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000475980004759            WOMEN SHOES GIFTING                                                                                                                                                                                     EA000000000100000000000001.620200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476080004760            COUNTER                                                                                                                                                                                                 EA000000000100000000000039.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476180004761            COSMETICS                                                                                                                                                                                               EA000000000100000000000003.720200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476280004762            COSMETICS                                                                                                                                                                                               EA000000000100000000000002.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476380004763            COSMETICS                                                                                                                                                                                               EA000000000100000000000002.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476480004764            COSMETICS                                                                                                                                                                                               EA000000000100000000000003.520200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476580004765            COSMETICS                                                                                                                                                                                               EA000000000100000000000002.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476680004766            COSMETICS                                                                                                                                                                                               EA000000000100000000000003.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476780004767            COSMETICS                                                                                                                                                                                               EA000000000100000000000000.720200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476880004768            COSMETICS                                                                                                                                                                                               EA000000000100000000000001.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000476980004769            COSMETICS                                                                                                                                                                                               EA000000000100000000000002.720200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477080004770            COSMETICS                                                                                                                                                                                               EA000000000100000000000004.320200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477180004771            COSMETICS                                                                                                                                                                                               EA000000000100000000000006.620200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477280004772            COSMETICS                                                                                                                                                                                               EA000000000100000000000000.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477380004773            COSMETICS                                                                                                                                                                                               EA000000000100000000000001.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477480004774            COSMETICS                                                                                                                                                                                               EA000000000100000000000003.620200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477580004775            COSMETICS                                                                                                                                                                                               EA000000000100000000000001.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477680004776            COSMETICS                                                                                                                                                                                               EA000000000100000000000003.420200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477780004777            COSMETICS                                                                                                                                                                                               EA000000000100000000000002.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477880004778            COSMETICS                                                                                                                                                                                               EA000000000100000000000001.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000477980004779            COSMETICS                                                                                                                                                                                               EA000000000100000000000003.420200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478080004780            COSMETICS                                                                                                                                                                                               EA000000000100000000000002.220200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478180004781            Cosmetics                                                                                                                                                                                               EA000000000100000000000001.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000474180004741            LENS                                                                                                                                                                                                    EA000000000100000000000074.220200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478280004782            medical                                                                                                                                                                                                 EA000000000100000000000008.320200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478380004783            Book                                                                                                                                                                                                    EA000000000100000000000000.220200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478480004784            Posters                                                                                                                                                                                                 EA000000000100000000000000.620200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478580004785            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478680004786            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478780004787            Apparel                                                                                                                                                                                                 EA000000000100000000000019.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478880004788            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000478980004789            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479080004790            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479180004791            DVD/CD                                                                                                                                                                                                  EA000000000100000000000009.820200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479280004792            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479380004793            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479480004794            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479580004795            DVD/CD                                                                                                                                                                                                  EA000000000100000000000001.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479680004796            Home Supplies                                                                                                                                                                                           EA000000000100000000000000.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479780004797            Fabric                                                                                                                                                                                                  EA000000000100000000000000.220200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000474280004742            Book                                                                                                                                                                                                    EA000000000100000000000000.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479880004798            Apparel                                                                                                                                                                                                 EA000000000100000000000000.220200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000479980004799            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480080004800            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480180004801            DVD/CD                                                                                                                                                                                                  EA000000000100000000000007.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480280004802            Shoes                                                                                                                                                                                                   EA000000000100000000000000.320200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480380004803            DVD/CD                                                                                                                                                                                                  EA000000000100000000000002.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480480004804            DVD/CD                                                                                                                                                                                                  EA000000000100000000000012.720200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480580004805            DVD/CD                                                                                                                                                                                                  EA000000000100000000000010.420200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480680004806            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480780004807            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480880004808            Book                                                                                                                                                                                                    EA000000000100000000000001.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000480980004809            Kitchen/Dining                                                                                                                                                                                          EA000000000100000000000005.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481080004810            Beauty Supplies                                                                                                                                                                                         EA000000000100000000000016.720200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481180004811            Beauty Supplies                                                                                                                                                                                         EA000000000100000000000015.720200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481280004812            Party supplies                                                                                                                                                                                          EA000000000100000000000001.420200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481380004813            DVD/CD                                                                                                                                                                                                  EA000000000100000000000001.120200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481480004814            Party supplies                                                                                                                                                                                          EA000000000100000000000001.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481580004815            Party supplies                                                                                                                                                                                          EA000000000100000000000001.020200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481680004816            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
1061020208000481780004817            DVD/CD                                                                                                                                                                                                  EA000000000100000000000003.920200915KRSELBA04                                              20200822BA04ACI                                                                                                 BI202009150214*
